customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CAYE-D021B,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.06,287.16,No
QMGC-939AD,Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),57.31,569.3,No
MAHW-8972E,Male,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.15,1849.22,Yes
UZWH-43E87,Female,0,Yes,No,71,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),34.92,2488.08,No
ZPXZ-15BD2,Female,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.92,1572.43,No
IOUC-94386,Female,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,70.18,2374.41,No
QIVC-D0B56,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),80.2,5129.99,No
ASER-BDB4B,Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,41.61,2834.08,No
VIDX-2932C,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.49,2038.91,No
DRSB-2C81F,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),64.98,1403.54,No
GAYA-8F996,Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.8,1099.28,No
DOXC-E6829,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.75,25.75,Yes
EHSB-79245,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Mailed check,48.48,414.77,No
RZVE-00923,Male,0,Yes,No,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,34.08,963.24,No
WWVG-99288,Male,0,No,Yes,62,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,37.71,2293.47,No
KTRN-BC94C,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.8,59.95,No
SZDK-E8F00,Female,1,No,Yes,66,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,51.99,3474.34,No
UJNL-6F1CE,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.62,66.2,No
RKER-725F4,Male,0,No,Yes,7,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),39.18,219.45,Yes
ERFX-DFE33,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,70.42,2051.17,No
IMWT-AEA66,Male,0,No,No,48,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,38.39,1841.88,Yes
NCTQ-B8CF9,Male,0,Yes,Yes,0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.58,49.58,No
LCUX-BDDC8,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,52.24,2760.44,No
CAFL-B703F,Male,0,No,Yes,52,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),63.68,3310.35,No
ZJUS-EEA6A,Male,0,Yes,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.61,1864.98,No
IJPO-96609,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,67.35,395.71,No
OYNM-13565,Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.8,501.41,No
KTDI-24A05,Female,1,No,No,39,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),45.68,1701.71,No
AYSG-317C9,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,61.11,587.26,Yes
WIHM-3F278,Male,1,Yes,Yes,39,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),41.57,1616.84,Yes
BMLG-20071,Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.5,197.1,Yes
YGQR-7E134,Female,1,No,No,4,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,52.89,295.41,Yes
DHIT-4ECE1,Male,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.54,339.45,No
ZPZJ-F9162,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.68,2049.98,No
YHFO-61DDB,Female,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,53.05,2832.1,Yes
QKON-21472,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,54.72,1007.26,No
CWJP-8BB4D,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,61.76,2624.87,No
JVKC-C0C03,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,53.05,137.69,No
PYKD-3EB16,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),74.74,1640.1,Yes
GEWQ-2A607,Male,0,No,No,69,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.83,2864.43,No
EGWS-2D9DB,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.4,1596.05,No
INNS-35342,Male,1,No,No,0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36.18,36.18,No
AYBX-0C584,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),65.58,56.82,Yes
MLNK-8D652,Male,0,Yes,No,5,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,41.87,222.44,No
JDEY-17DF2,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.77,152.73,No
EJOY-324D0,Male,1,No,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,59.64,1769.59,No
JDEX-05E91,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,72.75,786.77,No
MZKN-8A2DF,Male,0,No,No,39,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),49.38,1907.17,No
DVVT-57D2D,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.8,30.53,Yes
XRIO-0E50C,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,36.17,8.71,No
RQBT-ACD33,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.61,2224.92,No
YNLH-AC08F,Male,1,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.06,1659.14,No
HHWB-67C26,Female,0,Yes,No,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),39.18,328.42,No
DUQM-62EA5,Female,0,No,No,13,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,48.1,620.93,Yes
KSSL-4AA91,Female,1,No,No,61,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,51.71,3128.63,No
MPYN-5821A,Female,0,No,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,56.13,2354.73,No
ZVPB-F74EB,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.56,2129.65,Yes
THZL-8CA24,Female,1,Yes,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.37,1070.44,Yes
JYSJ-BB66E,Male,0,No,Yes,20,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),34.57,756.4,No
ODSP-8BE56,Male,0,No,No,59,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.65,3538.92,No
EQKI-B6774,Female,0,Yes,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.8,1091.73,Yes
DVCI-A2ABA,Female,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.81,147.55,No
HAXI-C32CF,Female,0,Yes,No,53,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.18,2788.13,No
WTGX-A22D4,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,34.4,0.0,Yes
TDHH-4AEEB,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.28,635.03,No
FYOO-BCF99,Female,1,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,71.05,376.12,No
TGIQ-15BF8,Female,0,Yes,No,8,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),43.88,330.99,Yes
KLRO-086BE,Female,1,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.99,109.07,No
ZPJL-2EDD5,Male,0,No,Yes,71,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,64.03,4576.68,No
IWOS-77AD5,Female,0,No,No,61,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,33.27,2022.34,No
VGKX-FE5DE,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),65.22,434.49,No
ZATZ-C3C17,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),53.26,3450.68,Yes
QLSG-9AA44,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),57.1,270.0,No
GMPJ-643AD,Male,1,Yes,Yes,10,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,59.87,630.61,No
HWOE-50057,Male,0,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,58.0,1910.99,No
UDVG-2BC91,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.26,244.04,Yes
CKLZ-43F20,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.88,112.35,No
KKQW-E4FA1,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),53.63,3646.01,No
YDPU-347E3,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),58.15,933.0,No
RLCS-D9226,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.05,151.96,Yes
NOGN-4ACA0,Female,0,No,No,41,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,44.5,1852.98,No
ZAZA-811AB,Male,0,No,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,62.01,620.59,No
DZII-47263,Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.21,435.35,No
BJRT-55CAD,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),48.59,1821.27,Yes
XVYK-653BB,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.8,1219.91,No
UEMF-E429E,Male,1,No,No,1,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),50.18,69.88,Yes
XCID-48418,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.48,608.15,No
BFAC-6DC10,Female,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),35.76,973.74,No
IQTV-52021,Female,0,Yes,No,9,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.75,547.86,No
WGVO-87D01,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.58,0.0,No
LKOT-945C3,Male,1,No,No,26,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,49.01,1327.08,No
NOTS-74563,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.49,2376.02,No
QFQT-F1C15,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.35,12.81,Yes
EEEB-D06BF,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,64.31,440.05,No
WDZQ-27E62,Male,0,Yes,No,6,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.06,439.07,No
WYZY-D7393,Female,0,No,Yes,66,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),41.85,2811.32,No
MRYH-4B09B,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.02,1276.26,No
OJVJ-B7080,Female,0,Yes,Yes,16,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,46.62,726.26,No
YPJM-94464,Male,0,No,Yes,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.8,1222.75,No
TCVJ-826C4,Male,0,No,No,56,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),39.97,2231.61,No
DNEI-79AAD,Female,1,No,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,48.53,2770.87,No
BJAA-39ECA,Female,0,Yes,Yes,7,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.23,466.67,Yes
UEVX-17D7D,Female,0,No,No,68,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),39.37,2704.9,No
YMBI-37973,Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),45.57,1152.59,Yes
HRAF-E1631,Male,1,No,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,54.08,309.73,Yes
KNEC-2AD25,Female,0,Yes,No,54,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,35.7,1983.23,No
IJGB-8554E,Male,1,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,78.99,78.99,No
PKFU-E0EB1,Female,0,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.8,909.92,No
TCBC-79613,Male,0,No,No,56,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,42.1,2377.45,No
WZTC-DB82F,Female,0,No,No,36,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,40.12,1424.82,No
LBFK-057F1,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.98,867.08,No
OXUY-2CF57,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,66.35,4282.72,No
NMHZ-F6C6C,Female,0,No,Yes,39,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,45.04,1860.32,No
PMDR-533F1,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.94,397.56,Yes
UWAP-95A67,Female,0,No,Yes,26,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.73,885.41,No
LUQJ-ECEB6,Male,0,No,No,68,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),45.62,3182.37,No
UIHL-F9674,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),27.85,36.57,Yes
RJOJ-5F516,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.22,363.6,No
NCHE-8BF6D,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,82.33,4328.23,No
FUOT-C848D,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.28,2925.86,No
ZYEP-1AF0A,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,51.72,1040.8,No
YWKC-EE9F0,Male,1,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.61,5346.15,No
QBYR-E9105,Male,0,No,No,20,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,46.34,924.57,No
TDWG-73770,Female,0,No,No,47,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),46.03,2256.1,No
OUYI-EEF5D,Female,0,No,No,32,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),49.85,1567.6,Yes
OBHR-26C27,Female,1,Yes,No,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),63.77,3288.91,No
FNGZ-1FCDD,Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.8,1206.43,No
EYPZ-E9511,Male,0,Yes,No,6,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,43.23,181.57,No
KVNM-39AFB,Male,1,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.8,18.8,No
PXLY-52621,Female,0,Yes,No,27,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),53.87,1473.83,No
WUFV-14B4B,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.17,1951.45,No
WBAY-8876B,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.84,2251.88,No
PEQR-16C92,Male,0,Yes,Yes,66,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,47.1,3109.76,No
BPMY-8E372,Female,0,No,No,64,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,37.82,2381.44,No
OEMI-218F3,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),62.2,4164.85,Yes
KFVK-F319A,Male,0,Yes,Yes,6,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),41.79,233.99,No
ZWWQ-56265,Female,1,No,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,43.19,951.74,Yes
AFNJ-F7FA0,Female,0,No,Yes,41,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,60.98,2530.07,Yes
FSOH-8E604,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.53,421.53,No
YTVX-1400D,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),53.82,602.79,No
YESN-1ED9B,Female,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),67.49,2121.47,No
KULZ-12F44,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.57,1078.11,No
UENH-3F31A,Female,0,No,Yes,18,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,44.86,828.33,No
WDSO-D2F9D,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.8,93.92,Yes
JYQD-EC486,Male,0,No,No,53,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),48.7,2596.84,No
OZXF-F7BC7,Female,0,Yes,No,26,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,57.97,1446.45,Yes
LLWK-45361,Male,0,Yes,Yes,0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,47.86,47.86,Yes
CSCO-CB73E,Male,0,No,No,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.07,60.07,No
